번호,업체명,모델명,월간소비전력량(kwh/월),연간에너지비용(원),용량,효율등급,시간당 이산화탄소 배출량
2291,(주)제이컬렉션,FAB30RLI3,22.98,"44,000",283,1,283
2292,(주)제이컬렉션,FAB30ROR3,22.98,"44,000",283,1,283
2293,(주)제이컬렉션,FAB30LCR3,22.98,"44,000",283,1,283
2294,(주)제이컬렉션,FAB30LBL3,22.98,"44,000",283,1,283
2295,(주)제이컬렉션,FAB30LRD3,22.98,"44,000",283,1,283
2296,(주)제이컬렉션,FAB30LOR3,22.98,"44,000",283,1,283
2297,(주)제이컬렉션,FAB30RPK3,22.98,"44,000",283,1,283
2298,(주)제이컬렉션,FAB30RRD3,22.98,"44,000",283,1,283
2299,(주)제이컬렉션,FAB30RSV3,22.98,"44,000",283,1,283
2300,(주)제이컬렉션,FAB30RWH3,22.98,"44,000",283,1,283
2301,삼성전자(주),RF61T91R2AP,36.1,"69,000",607.4,2,607.4
2302,(주)제이컬렉션,FAB30RBE3,22.98,"44,000",283,1,283
2303,(주)제이컬렉션,FAB30LPB3,22.98,"44,000",283,1,283
2304,(주)제이컬렉션,FAB30LPK3,22.98,"44,000",283,1,283
2305,오텍캐리어냉장 주식회사,CRF-SN500BFP,44.27,"85,000",497.3,4,497.3
2306,오텍캐리어냉장 주식회사,CRF-CD157WDC,26.51,"51,000",156.2,3,156.2
2307,오텍캐리어냉장 주식회사,CRF-CD117WDC,23.78,"46,000",117.2,3,117.2
2308,LG전자(주),S833TS35E,41.31,"79,000",823.6,1,823.6
2309,주식회사 코코일렉,MRF-252WERK,32.18,"62,000",250.1,2,250.1
2310,주식회사 코코일렉,MRF-236WERK,30.38,"58,000",230.3,2,230.3
2311,주식회사 코코일렉,MRF-265WERK,30.88,"59,000",255.2,2,255.2
2312,주식회사 코코일렉,MRF-225WERK,27.25,"52,000",200.8,2,200.8
2313,오텍캐리어냉장 주식회사,CRF-SN497MFC,44.27,"85,000",497.3,4,497.3
2314,오텍캐리어냉장 주식회사,CRF-CD117MDC,23.78,"46,000",117.2,3,117.2
2315,오텍캐리어냉장 주식회사,CRF-CD157BDC,26.51,"51,000",156.2,3,156.2
2316,오텍캐리어냉장 주식회사,CRF-CD157MDC,26.51,"51,000",156.2,3,156.2
2317,삼성전자(주),RR39T7685AP,13.66,"26,000",382.3,1,382.3
2318,삼성전자(주),RR39T7605AP,13.66,"26,000",382.3,1,382.3
2319,오텍캐리어냉장 주식회사,CRF-CD117BDC,23.78,"46,000",117.2,3,117.2
2320,하이얼 전자판매(주),HRT257MDW,26.94,"52,000",248.5,2,248.5
2321,LG전자(주),M300S,25.31,"49,000",302,1,302
2322,(주)제이컬렉션,FAB30RBL3,22.98,"44,000",283,1,283
2323,(주)제이컬렉션,FAB30RPB3,22.98,"44,000",283,1,283
2324,(주)제이컬렉션,FAB30RPG3,22.98,"44,000",283,1,283
2325,오텍캐리어냉장 주식회사,CRF-TN348WDC,34.51,"66,000",349,4,349
2326,(주)제이컬렉션,FAB30RCR3,22.98,"44,000",283,1,283
2327,오텍캐리어냉장 주식회사,CRF-TN348MDC,34.51,"66,000",349,4,349
2328,오텍캐리어냉장 주식회사,BCD-117MK,23.78,"46,000",117.2,3,117.2
2329,오텍캐리어냉장 주식회사,CRF-SN479MFC,44.27,"85,000",497.3,4,497.3
2330,LG전자(주),F873MT55E,46.61,"89,000",875.3,2,875.3
2331,오텍캐리어냉장 주식회사,BCD-157MK,26.51,"51,000",156.2,3,156.2
2332,하이얼 전자판매(주),HRB240MDM,26.58,"51,000",228.1,2,228.1
2333,오텍캐리어냉장 주식회사,CRF-TN348BDC,34.51,"66,000",349,4,349
2334,주식회사 위니아전자매뉴팩처링,WRM84DPMBJ,48.59,"93,000",823,2,823
2335,(주)제이컬렉션,FAB50RSV,31.73,"61,000",440.2,3,440.2
2336,주식회사 위니아전자매뉴팩처링,WKR71DSJPW,55.26,"106,000",718,3,718
2337,LG전자(주),J823MT35,54.16,"104,000",828.2,2,828.2
2338,LG전자(주),J823SN35,54.16,"104,000",828.2,2,828.2
2339,LG전자(주),F873MT95E,46.61,"89,000",875.3,2,875.3
2340,LG전자(주),J823MB35,54.16,"104,000",828.2,2,828.2
2341,서울전자,RD22ARD,26.03,"50,000",214.1,3,214.1
2342,LG전자(주),F871SN11E,37.66,"72,000",872.2,1,872.2
2343,(주)화인어프라이언스,KG KIUU28A4,27.9,"54,000",256.8,2,256.8
2344,오텍캐리어냉장 주식회사,BCD-348WMKA,34.51,"66,000",349,4,349
2345,코스텔(주),CRS-178GNRD,27.74,"53,000",178,3,178
2346,LG전자(주),F873NS55,50.27,"97,000",875.3,2,875.3
2347,하이얼 전자판매(주),HRS563MNW,42.05,"81,000",521.5,3,521.5
2348,LG전자(주),F873SN55,50.27,"97,000",875.3,2,875.3
2349,LG전자(주),F873SN95,50.27,"97,000",875.3,2,875.3
2350,LG전자(주),F873MS55,50.27,"97,000",875.3,2,875.3
2351,LG전자(주),F873MB55,50.27,"97,000",875.3,2,875.3
2352,LG전자(주),F873NS95,50.27,"97,000",875.3,2,875.3
2353,LG전자(주),F873TS55,50.27,"97,000",875.3,2,875.3
2354,LG전자(주),F873MT55,50.27,"97,000",875.3,2,875.3
2355,LG전자(주),S833MC55Q,51.58,"99,000",822.3,2,822.3
2356,LG전자(주),F873MT95,50.27,"97,000",875.3,2,875.3
2357,삼성전자(주),RS80T5190SL,45.63,"88,000",810.8,2,810.8
2358,LG전자(주),U092CN42,22.88,"44,000",89.1,3,89.1
2359,LG전자(주),J823MT75V,54.16,"104,000",828.2,2,828.2
2360,하이얼 전자판매(주),DD2-248,22.61,"43,000",189.2,2,189.2
2361,오텍캐리어냉장 주식회사,HRF-SN418BFR,42.29,"81,000",417.5,4,417.5
2362,오텍캐리어냉장 주식회사,HRF-SN418MFR,42.29,"81,000",417.5,4,417.5
2363,삼성전자(주),RB33R8798S,29.58,"57,000",342.6,4,342.6
2364,삼성전자(주),RB38R7711S,27.84,"53,000",392.9,3,392.9
2365,주식회사 루컴즈,CR161WK1,23.86,"46,000",162,3,162
2366,주식회사 루컴즈,CR161GK1,23.86,"46,000",162,3,162
2367,주식회사 루컴즈,TR161GK1,23.86,"46,000",162,3,162
2368,주식회사 루컴즈,R161M1-W,23.86,"46,000",162,3,162
2369,주식회사 루컴즈,R161M1-G,23.86,"46,000",162,3,162
2370,주식회사 루컴즈,ER161WK1,23.86,"46,000",162,3,162
2371,주식회사 루컴즈,ER161GK1,23.86,"46,000",162,3,162
2372,주식회사 루컴즈,TR161WK1,23.86,"46,000",162,3,162
2373,주식회사 루컴즈,F161M1-W,23.86,"46,000",162,3,162
2374,주식회사 루컴즈,F161M1-G,23.86,"46,000",162,3,162
2375,하이얼 전자판매(주),DD2-290,26.58,"51,000",228.1,2,228.1
2376,주식회사 루컴즈,KD-162R,23.86,"46,000",162,3,162
2377,LG전자(주),B600S,35.55,"68,000",591.2,2,591.2
2378,LG전자(주),J823MT75,54.16,"104,000",828.2,2,828.2
2379,주식회사 위니아에이드,WKRS121CCE,10.02,"19,000",124,2,124
2380,LG전자(주),S833S55Q,51.58,"99,000",822.3,2,822.3
2381,LG전자(주),M400ND,32.61,"63,000",400.6,4,400.6
2382,LG전자(주),S833TS30,46.42,"89,000",823.6,2,823.6
2383,LG전자(주),S833W30Q,48.82,"94,000",821,2,821
2384,LG전자(주),S833W30,46.56,"89,000",821.8,2,821.8
2385,LG전자(주),S833SS30,46.56,"89,000",821.8,2,821.8
2386,LG전자(주),S833SS32,46.56,"89,000",821.8,2,821.8
2387,LG전자(주),S833S32H,46.56,"89,000",821.8,2,821.8
2388,LG전자(주),S833S32,46.56,"89,000",821.8,2,821.8
2389,LG전자(주),S833MC85Q,51.58,"99,000",822.3,2,822.3
2390,LG전자(주),S833SN35,46.56,"89,000",821.8,2,821.8
2391,LG전자(주),S833S30,46.56,"89,000",821.8,2,821.8
2392,LG전자(주),S833W32,46.56,"89,000",821.8,2,821.8
2393,주식회사 위니아,GRB48DBM,38.45,"74,000",479,3,479
2394,LG전자(주),S833SS35,46.56,"89,000",821.8,2,821.8
2395,LG전자(주),S833MB35,46.56,"89,000",821.8,2,821.8
2396,LG전자(주),S833MB35E,41.3,"79,000",821.8,1,821.8
2397,LG전자(주),F642SB1D,59.49,"114,000",641.1,4,641.1
2398,LG전자(주),F802SB2D,71.6,"137,000",840.2,4,840.2
2399,삼성전자(주),RS84T507115,45.71,"88,000",850.6,2,850.6
2400,오텍캐리어냉장 주식회사,CRF-SN566MFR,49.54,"95,000",565.5,4,565.5
2401,오텍캐리어냉장 주식회사,CRF-SN566WFR,49.54,"95,000",565.5,4,565.5
2402,오텍캐리어냉장 주식회사,HRF-CN295MDC,33.34,"64,000",288.6,2,288.6
2403,오텍캐리어냉장 주식회사,CRF-TN251RDR,31.7,"61,000",255,2,255
2404,오텍캐리어냉장 주식회사,CRF-TN251BDR,31.7,"61,000",255,2,255
2405,오텍캐리어냉장 주식회사,CRF-TD155BDE,27.22,"52,000",155.2,3,155.2
2406,오텍캐리어냉장 주식회사,CRF-TD085BDA,23.58,"45,000",83.3,4,83.3
2407,오텍캐리어냉장 주식회사,CRFSN566WMFR,49.54,"95,000",565.5,4,565.5
2408,삼성전자(주),RS84T507116,45.71,"88,000",850.6,2,850.6
2409,LG전자(주),F871SN55E,45.5,"87,000",866,1,866
2410,LG전자(주),F871S11E,37.66,"72,000",872.2,1,872.2
2411,서울전자,NRC27ACM,27.74,"53,000",263.5,2,263.5
2412,서울전자,NRC20ACM,26.62,"51,000",194.4,3,194.4
2413,서울전자,NRD22ACM,26.03,"50,000",214.1,3,214.1
2414,주식회사 위니아전자매뉴팩처링,EKR55DERWE,75.71,"145,000",550,5,550
2415,주식회사 위니아전자매뉴팩처링,WKR55DERPS,59.95,"115,000",550,4,550
2416,주식회사 위니아에이드,WRT09DS,20.35,"39,000",87.6,4,87.6
2417,주식회사 위니아에이드,ERR09DS,13.73,"26,000",93,3,93
2418,하이신글로벌,TRC213GDR,31.41,"60,000",213.2,3,213.2
2419,삼성전자(주),RF84R9203S8,52.14,"100,000",858.4,2,858.4
2420,삼성전자(주),RF84R9003S8,48.43,"93,000",865,2,865
2421,삼성전자(주),RB30R3503AP,33.14,"64,000",298.8,4,298.8
2422,주식회사 위니아에이드,ERR12CSG,9.78,"19,000",115.4,2,115.4
2423,하이얼 전자판매(주),HRS563MNM,42.05,"81,000",521.5,3,521.5
2424,LG전자(주),B607SEL,38.59,"74,000",590.4,3,590.4
2425,LG전자(주),R328MB,14.38,"28,000",381.3,1,381.3
2426,LG전자(주),S831W30Q,48.82,"94,000",821,2,821
2427,LG전자(주),F872SS11L,45.17,"87,000",872.2,1,872.2
2428,하이얼 전자판매(주),FF2-690-2,42.05,"81,000",521.5,3,521.5
2429,LG전자(주),S831TS30L,43.97,"84,000",823.6,2,823.6
2430,일렉트로룩스코리아(주),ETB5400B-A,39.66,"76,000",497.1,4,497.1
2431,주식회사 위니아전자매뉴팩처링,WKRG568CZS,32.96,"63,000",562,2,562
2432,마루나,BCD-186HS,32.13,"62,000",174.2,3,174.2
2433,마루나,BCD-138HS,23.36,"45,000",130.4,3,130.4
2434,마루나,BCD-225HS,26.53,"51,000",210.3,3,210.3
2435,LG전자(주),S831SS30Q,48.82,"94,000",821,2,821
2436,삼성전자(주),RR39R760532,13.66,"26,000",382.3,1,382.3
2437,삼성전자(주),RB33R300401,34.08,"65,000",337,4,337
2438,(주)유이테크,MR-157LB,32.98,"63,000",157.5,3,157.5
2439,주식회사 위니아에이드,WKRA081CDW,12.14,"23,000",73,3,73
2440,주식회사 위니아에이드,WKRA12CDW,12.94,"25,000",122,3,122
2441,LG전자(주),F872FR56,51.18,"98,000",866,2,866
2442,삼성전자(주),DRR24981RAP,16.85,"32,000",374.3,1,374.3
2443,LG전자(주),R328W,14.38,"28,000",381.3,1,381.3
2444,LG전자(주),R328M,14.38,"28,000",381.3,1,381.3
2445,삼성전자(주),DRF427520AP,41.84,"80,000",622,3,622
2446,일렉트로룩스코리아(주),ETB3700H-A,32.46,"62,000",349.7,4,349.7
2447,하이신글로벌,KD-207R,31.41,"60,000",213.2,3,213.2
2448,일렉트로룩스코리아(주),EBB3700H-A,32.83,"63,000",345.5,4,345.5
2449,일렉트로룩스코리아(주),MTB2802H-A,47.73,"92,000",256.2,3,256.2
2450,(주)밀레코리아,KS 28463 D,12.11,"23,000",364.9,1,364.9
2451,주식회사 윈텍,BC-50,9.87,"19,000",48.9,4,48.9
2452,오텍캐리어냉장 주식회사,CRF-TD093BSA,15.39,"30,000",93.4,3,93.4
2453,주식회사 루컴즈,R048K03-W,12.91,"25,000",48,5,48
2454,주식회사 루컴즈,R048K03-SB,12.91,"25,000",48,5,48
2455,주식회사 루컴즈,R048K03-B,12.91,"25,000",48,5,48
2456,주식회사 루컴즈,R048K03-S,12.91,"25,000",48,5,48
2457,LG전자(주),S695RE23L,50.27,"97,000",687.1,3,687.1
2458,오텍캐리어냉장 주식회사,CRF-SN565MDC,42.43,"81,000",566.9,3,566.9
2459,롯데하이마트(주),RDNT251I50VP,29.01,"56,000",229.1,2,229.1
2460,오텍캐리어냉장 주식회사,CRF-TD093WSA,15.39,"30,000",93.4,3,93.4
2461,오텍캐리어냉장 주식회사,CRF-TD138MDS,24.37,"47,000",138.5,3,138.5
2462,오텍캐리어냉장 주식회사,CRF-TD047BSA,13.6,"26,000",46.6,5,46.6
2463,삼성전자(주),RT62K7045SL,35.28,"68,000",620.8,2,620.8
2464,삼성전자(주),RT62K7045WW,35.28,"68,000",620.8,2,620.8
2465,오텍캐리어냉장 주식회사,RRF-SN580BFR,49.54,"95,000",565.5,4,565.5
2466,오텍캐리어냉장 주식회사,HRF-SN566BFP,49.54,"95,000",565.5,4,565.5
2467,오텍캐리어냉장 주식회사,CRF-SN566NFP,49.54,"95,000",565.5,4,565.5
2468,삼성전자(주),RB30R4051B1,27.57,"53,000",310,1,310
2469,오텍캐리어냉장 주식회사,RRF-SN420GFR,42.29,"81,000",417.5,4,417.5
2470,오텍캐리어냉장 주식회사,CRF-SN542MFC,49.54,"95,000",565.5,4,565.5
2471,주식회사 새롬코퍼레이션,OBRB152RD,19.31,"37,000",256.8,2,256.8
2472,하이얼 전자판매(주),FC2-640,43.42,"83,000",488.1,4,488.1
2473,주식회사 새롬코퍼레이션,OBRB152BL,19.31,"37,000",256.8,2,256.8
2474,주식회사 씨엔컴퍼니,REF-S240R,28.43,"55,000",247.4,3,247.4
2475,삼성전자(주),RF85R901324,47.6,"91,000",877.2,2,877.2
2476,삼성전자(주),RF85R927125,40.37,"78,000",873,1,873
2477,삼성전자(주),RF85R933332,54.9,"105,000",868.7,2,868.7
2478,서울전자,RD22ACM,26.03,"50,000",214.1,3,214.1
2479,주식회사 새롬코퍼레이션,ORB152BL,19.31,"37,000",256.8,2,256.8
2480,주식회사 씨엔컴퍼니,REF-D215R,30.45,"58,000",208.4,3,#N/A
2481,주식회사 씨엔컴퍼니,REF-C270R,45.65,"88,000",253,3,253
2482,(주)제이컬렉션,FAB10LB,21.47,"41,000",114.3,3,114.3
2483,(주)제이컬렉션,FAB10LP,21.47,"41,000",114.3,3,114.3
2484,(주)제이컬렉션,FAB10LR,21.47,"41,000",114.3,3,114.3
2485,(주)제이컬렉션,FAB10LUJ,21.47,"41,000",114.3,3,114.3
2486,(주)제이컬렉션,FAB10RB,21.47,"41,000",114.3,3,114.3
2487,(주)제이컬렉션,FAB50LPG,31.73,"61,000",440.2,3,440.2
2488,(주)제이컬렉션,FAB50LRD,31.73,"61,000",440.2,3,440.2
2489,(주)제이컬렉션,FAB10LNE,21.47,"41,000",114.3,3,114.3
2490,(주)제이컬렉션,FAB10LO,21.47,"41,000",114.3,3,114.3
2491,(주)제이컬렉션,FAB50LPB,31.73,"61,000",440.2,3,440.2
2492,(주)제이컬렉션,FAB50LCR,31.73,"61,000",440.2,3,440.2
2493,(주)제이컬렉션,FAB50LBL,31.73,"61,000",440.2,3,440.2
2494,(주)제이컬렉션,FAB10RUJ,21.47,"41,000",114.3,3,114.3
2495,(주)제이컬렉션,FAB10RR,21.47,"41,000",114.3,3,114.3
2496,(주)제이컬렉션,FAB10RNE,21.47,"41,000",114.3,3,114.3
2497,오텍캐리어냉장 주식회사,CRF-TN255BDE,31.7,"61,000",255,2,255
2498,(주)제이컬렉션,FAB50RWH,31.73,"61,000",440.2,3,440.2
2499,(주)제이컬렉션,FAB50RRD,31.73,"61,000",440.2,3,440.2
2500,(주)제이컬렉션,FAB50RPG,31.73,"61,000",440.2,3,440.2
2501,(주)제이컬렉션,FAB10RP,21.47,"41,000",114.3,3,114.3
2502,(주)제이컬렉션,FAB50LWH,31.73,"61,000",440.2,3,440.2
2503,(주)제이컬렉션,FAB50RBL,31.73,"61,000",440.2,3,440.2
2504,(주)제이컬렉션,FAB50RPB,31.73,"61,000",440.2,3,440.2
2505,(주)제이컬렉션,FAB50RCR,31.73,"61,000",440.2,3,440.2
2506,(주)제이컬렉션,FAB32LWH3,24.8,"48,000",331.1,3,331.1
2507,(주)제이컬렉션,FAB32RWH3,24.8,"48,000",331.1,3,331.1
2508,(주)제이컬렉션,FAB28LBE3,18.64,"36,000",270.1,1,270.1
2509,(주)제이컬렉션,FAB28LPB3,18.64,"36,000",270.1,1,270.1
2510,(주)제이컬렉션,FAB28LYW3,18.64,"36,000",270.1,1,270.1
2511,(주)제이컬렉션,FAB28RBL3,18.64,"36,000",270.1,1,270.1
2512,(주)제이컬렉션,FAB28RCR3,18.64,"36,000",270.1,1,270.1
2513,(주)제이컬렉션,FAB28ROR3,18.64,"36,000",270.1,1,270.1
2514,(주)제이컬렉션,FAB28RPB3,18.64,"36,000",270.1,1,270.1
2515,(주)제이컬렉션,FAB28RWH3,18.64,"36,000",270.1,1,270.1
2516,(주)제이컬렉션,FAB28RSV3,18.64,"36,000",270.1,1,270.1
2517,(주)제이컬렉션,FAB28RLI3,18.64,"36,000",270.1,1,270.1
2518,(주)제이컬렉션,FAB28RYW3,18.64,"36,000",270.1,1,270.1
2519,(주)제이컬렉션,FAB32LBL3,24.8,"48,000",331.1,3,331.1
2520,(주)제이컬렉션,FAB32LCR3,24.8,"48,000",331.1,3,331.1
2521,(주)제이컬렉션,FAB28LSV3,18.64,"36,000",270.1,1,270.1
2522,(주)제이컬렉션,FAB28LOR3,18.64,"36,000",270.1,1,270.1
2523,(주)제이컬렉션,FAB28LLI3,18.64,"36,000",270.1,1,270.1
2524,(주)제이컬렉션,FAB28RBE3,18.64,"36,000",270.1,1,270.1
2525,(주)제이컬렉션,FAB28RDIT3,18.64,"36,000",270.1,1,270.1
2526,(주)제이컬렉션,FAB28RDMC3,18.64,"36,000",270.1,1,270.1
2527,(주)제이컬렉션,FAB28LDCS,18.64,"36,000",270.1,1,270.1
2528,(주)제이컬렉션,FAB28LCR3,18.64,"36,000",270.1,1,270.1
2529,(주)제이컬렉션,FAB28LWH3,18.64,"36,000",270.1,1,270.1
2530,(주)제이컬렉션,FAB32LRD3,24.8,"48,000",331.1,3,331.1
2531,(주)제이컬렉션,FAB28LPK3,18.64,"36,000",270.1,1,270.1
2532,(주)제이컬렉션,FAB28LBL3,18.64,"36,000",270.1,1,270.1
2533,(주)제이컬렉션,FAB28LDUJ3,18.64,"36,000",270.1,1,270.1
2534,(주)제이컬렉션,FAB28RDBB3,18.64,"36,000",270.1,1,270.1
2535,(주)제이컬렉션,FAB28RDBLV3,18.64,"36,000",270.1,1,270.1
2536,(주)제이컬렉션,FAB28RDCS3,18.64,"36,000",270.1,1,270.1
2537,(주)제이컬렉션,FAB28RDUJ3,18.64,"36,000",270.1,1,270.1
2538,(주)제이컬렉션,FAB28RPK3,18.64,"36,000",270.1,1,270.1
2539,(주)제이컬렉션,FAB32RLI3,24.8,"48,000",331.1,3,331.1
2540,(주)제이컬렉션,FAB32RCR3,24.8,"48,000",331.1,3,331.1
2541,오텍캐리어냉장 주식회사,CRF-TN255WDE,31.7,"61,000",255,2,255
2542,(주)제이컬렉션,FAB28LRD3,18.64,"36,000",270.1,1,270.1
2543,(주)제이컬렉션,FAB32RBL3,24.8,"48,000",331.1,3,331.1
2544,(주)제이컬렉션,FAB32ROR3,24.8,"48,000",331.1,3,331.1
2545,(주)제이컬렉션,FAB32RPG3,24.8,"48,000",331.1,3,331.1
2546,(주)제이컬렉션,FAB32RPK3,24.8,"48,000",331.1,3,331.1
2547,(주)제이컬렉션,FAB32RRD3,24.8,"48,000",331.1,3,331.1
2548,(주)제이컬렉션,FAB28RPG3,18.64,"36,000",270.1,1,270.1
2549,(주)제이컬렉션,FAB32LPG3,24.8,"48,000",331.1,3,331.1
2550,(주)제이컬렉션,FAB32LPK3,24.8,"48,000",331.1,3,331.1
2551,(주)제이컬렉션,FAB28RDEG3,18.64,"36,000",270.1,1,270.1
2552,(주)제이컬렉션,FAB28RDRB3,18.64,"36,000",270.1,1,270.1
2553,(주)제이컬렉션,FAB28RDTP3,18.64,"36,000",270.1,1,270.1
2554,(주)제이컬렉션,FAB32LPB3,24.8,"48,000",331.1,3,331.1
2555,(주)제이컬렉션,FAB32RBE3,24.8,"48,000",331.1,3,331.1
2556,키친에이드코리아 유한회사,6WQN1SS,53.49,"103,000",591.5,4,591.5
2557,오텍캐리어냉장 주식회사,CRF-CN230BNE,36.48,"70,000",228.1,3,228.1
2558,오텍캐리어냉장 주식회사,CRF-CN230WNE,36.48,"70,000",228.1,3,228.1
2559,오텍캐리어냉장 주식회사,CRF-CN230MNE,36.48,"70,000",228.1,3,228.1
2560,(주)제이컬렉션,FAB32RPB3,24.8,"48,000",331.1,3,331.1
2561,(주)제이컬렉션,FAB28RRD3,18.64,"36,000",270.1,1,270.1
2562,아이엠,BCD-175R,35.73,"69,000",155,4,155
2563,주식회사 씨엔컴퍼니,KD-212FHLE,30.45,"58,000",208.4,3,208.4
2564,주식회사 씨엔컴퍼니,BC-235FG,28.43,"55,000",247.4,3,247.4
2565,오텍캐리어냉장 주식회사,CRF-CN290WDE,33.34,"64,000",288.6,2,288.6
2566,오텍캐리어냉장 주식회사,CRF-CN300VDE,33.34,"64,000",288.6,2,288.6
2567,주식회사 씨엔컴퍼니,KD-273RHLE,45.65,"88,000",253,3,253
2568,오텍캐리어냉장 주식회사,CRF-TD138SDS,24.37,"47,000",138.5,3,138.5
2569,주식회사 코코일렉,CRB12CD,21.01,"40,000",117.1,3,117.1
2570,주식회사 코코일렉,CRA12RD,21.01,"40,000",117.1,3,117.1
2571,주식회사 코코일렉,BCD-113VF-63H,21.01,"40,000",117.1,3,117.1
2572,오텍캐리어냉장 주식회사,HRF-SN418BFP,42.29,"81,000",417.5,4,417.5
2573,(주)케이쓰리원,K3RH365OHM,20.03,"38,000",356.1,1,356.1
2574,주식회사 위니아전자,PKRB155CW,24.62,"47,000",154.6,3,154.6
2575,삼성전자(주),RS63R557EB4,37.82,"73,000",642.3,2,642.3
2576,서울전자,RC15ACM,23.09,"44,000",146,3,146
2577,하이얼 전자판매(주),HRB340MNM,34.85,"67,000",310.4,2,310.4
2578,LG전자(주),J822MT75V,54.98,"106,000",819.7,2,819.7
2579,서울전자,RD09ACMH,24.14,"46,000",87.6,4,87.6
2580,삼성전자(주),RF85R901332,47.6,"91,000",877.2,2,877.2
2581,삼성전자(주),RF85R901334,47.6,"91,000",877.2,2,877.2
2582,주식회사 루컴즈,RF251K01-S,31.07,"60,000",249.8,3,249.8
2583,삼성전자(주),RF85R933305,54.9,"105,000",868.7,2,868.7
2584,삼성전자(주),RF85R923305,51.52,"99,000",874.2,2,874.2
2585,삼성전자(주),RF85R901331,47.6,"91,000",877.2,2,877.2
2586,주식회사 루컴즈,KS-48R-1,12.91,"25,000",48,5,48
2587,삼성전자(주),RH81R6010S8,46.75,"90,000",831.3,2,831.3
2588,삼성전자(주),RH80R7171S9,50.66,"97,000",804.8,2,804.8
2589,삼성전자(주),RF85R901305,47.6,"91,000",877.2,2,877.2
2590,삼성전자(주),RF85R901302,47.6,"91,000",877.2,2,877.2
2591,삼성전자(주),RF85R913205,42.88,"82,000",877.2,1,877.2
2592,삼성전자(주),RF85R920358,51.52,"99,000",874.2,2,874.2
2593,삼성전자(주),RH81R6000SA,53.09,"102,000",831.3,2,831.3
2594,삼성전자(주),RR39R760531,13.66,"26,000",382.3,1,382.3
2595,삼성전자(주),RF61R91C391,40.42,"78,000",608.9,2,608.9
2596,키친에이드코리아 유한회사,KBSD608ESS,74.32,"143,000",803.2,4,803.2
2597,SK매직(주) 화성공장,RFG-B2491,32.7,"63,000",240.2,2,240.2
2598,삼성전자(주),RF61R91C394,40.42,"78,000",608.9,2,608.9
2599,LG전자(주),F872SS31H,47.94,"92,000",870.7,2,870.7
2600,LG전자(주),F872FR55,51.18,"98,000",866,2,866
2601,LG전자(주),F872SW30,51.25,"98,000",866.5,2,866.5
2602,주식회사 위니아에이드,WKRS081CCE,10.53,"20,000",79,3,79
2603,주식회사 위니아,DGRE929SMUT,49.28,"95,000",921.2,2,921.2
2604,주식회사 위니아,DWRE929PMSB,45.38,"87,000",921.2,1,921.2
2605,주식회사 위니아,DNGRW909EMPS,50.3,"97,000",895.5,2,895.5
2606,주식회사 위니아에이드,WKRA051CDW,11.62,"22,000",46,5,46
2607,삼성전자(주),RH81R8020SA,47.39,"91,000",820.6,2,820.6
2608,(주)화인어프라이언스,KGN39IJ4AQ,22.91,"44,000",366.6,3,366.6
2609,키친에이드코리아 유한회사,KCZCX20750L,43.14,"83,000",357,3,357
2610,삼성전자(주),RH81R8010SA,47.39,"91,000",820.6,2,820.6
2611,마루나,BCD-225H,26.53,"51,000",210.3,3,210.3
2612,마루나,BCD-186H,32.13,"62,000",174.2,3,174.2
2613,삼성전자(주),RH81R9161SL,46.34,"89,000",817.5,2,817.5
2614,삼성전자(주),RH81R9151S8,47.49,"91,000",819.6,2,819.6
2615,삼성전자(주),RH81R8030SL,47.46,"91,000",819.7,2,819.7
2616,삼성전자(주),RB33R300492,34.08,"65,000",337,4,337
2617,삼성전자(주),RB33R300495,34.08,"65,000",337,4,337
2618,삼성전자(주),RB33R300457,34.08,"65,000",337,4,337
2619,삼성전자(주),RB33R300456,34.08,"65,000",337,4,337
2620,삼성전자(주),RB33R300435,34.08,"65,000",337,4,337
2621,삼성전자(주),RB33R300436,34.08,"65,000",337,4,337
2622,삼성전자(주),RB33R300425,34.08,"65,000",337,4,337
2623,삼성전자(주),RH81R8040SA,41.22,"79,000",820.6,1,820.6
